energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	unsaturated-fat_100g	monounsaturated-fat_100g	omega-9-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	added-sugars_100g	sucrose_100g	glucose_100g	fructose_100g	galactose_100g	lactose_100g	maltose_100g	maltodextrins_100g	psicose_100g	starch_100g	polyols_100g	erythritol_100g	isomalt_100g	maltitol_100g	sorbitol_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	added-salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	methylsulfonylmethane_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g	sulphate_100g	nitrate_100g	acidity_100g	carbohydrates-total_100g
0.0	75.0	314.0		50.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	25.0	0.0	0					0.0	0			0.0						50.0			25.0				0.125		0.05	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	30.0	126.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	10.0	0.1	0					0.0	0			0.0						3.0			18.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	178.0	745.0		14.0	3.3									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			36.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		9.9868859073943	9.9868859073943									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	9.9868859073943	9.9868859073943	0					0.0	0			0.0						9.9868859073943			9.9868859073943				2.521688691617		1.0086754766468	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	340.0	0.0		13.0	3.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	17.0	0.0	0					0.0	0			0.0						0.0			26.0				3.0		1.2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	297.8021978022	0.0		18.131868131868	18.131868131868									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	10.43956043956	6.5934065934066	0					0.0	0			0.0						0.0			23.626373626374				0.68681318681318		0.274725274725272	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.73529411764706	3.0		1.3235294117647	0.14705882352941									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	1.7647058823529	0.0	0					0.0	0			0.0						1.0294117647059			1.7647058823529				0.073529411764705		0.029411764705882	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	1000.0	0.0		50.0	50.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	50.0	50.0	0					0.0	0			0.0						50.0			0.0				25.0		10.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	16.0	66.9		1.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	3.0	2.0	0					0.0	0			0.0						1.0			5.0				0.0475		0.019	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	16.666666666667	70.0		16.666666666667	16.666666666667									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			16.666666666667				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	200.0	837.0		100.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	0.0	0.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	200.0	837.0		30.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	50.0	40.0	0					0.0	0			0.0						0.0			20.0				0.25		0.1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	200.0	837.0		0.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						0.0			0.0				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.0				0	0.0	0.0	0.0			0.0				0.0				
0.0	346.9	0.0		11.0	0.0									0.0			0				0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0									0	0.0	0.0	0.0	0					0.0	0			0.0						4.0			21.0				0.0		0.0	0.0	0.0	0.0	8.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	800.0			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0		0.0			0		0.0	0.00299016634622973				0	0.0	0.0	0.0			0.0				0.0				
